actor,movie_or_TV_name
Newell Alexander,Mr. Peabody & Sherman
Newell Alexander,Turbo
Newell Alexander,Madly Madagascar
Newell Alexander,Dragons: Gift of the Night Fury
Newell Alexander,The Rum Diary
Newell Alexander,Kung Fu Panda 2
Newell Alexander,Rango
Newell Alexander,Kung Fu Panda Holiday
Newell Alexander,Legend of the Boneknapper Dragon
Newell Alexander,Merry Madagascar
Newell Alexander,Monsters vs Aliens: Mutant Pumpkins from Outer Space
Newell Alexander,Astro Boy
Newell Alexander,Monsters vs. Aliens
Newell Alexander,Madagascar: Escape 2 Africa
Newell Alexander,Kung Fu Panda
Newell Alexander,CSNY/Déjà Vu
Newell Alexander,Dead Tone
Newell Alexander,The Number 23
Newell Alexander,Let's Go to Prison
Newell Alexander,Shopgirl
Newell Alexander,Madagascar
Newell Alexander,Shark Tale
Newell Alexander,The Chronicles of Riddick
Newell Alexander,Shrek 2
Newell Alexander,Kill Bill: Vol. 1
Newell Alexander,The Forsaken
Newell Alexander,Shrek
Newell Alexander,Meet the Parents
Newell Alexander,What Lies Beneath
Newell Alexander,American Beauty
Newell Alexander,Diplomatic Siege
Newell Alexander,The Limey
Newell Alexander,"Happy, Texas"
Newell Alexander,Senseless
Newell Alexander,Babes in Toyland
Newell Alexander,RocketMan
Newell Alexander,Romy and Michele's High School Reunion
Newell Alexander,Black Day Blue Night
Newell Alexander,Now and Then
Newell Alexander,While You Were Sleeping
Newell Alexander,Pontiac Moon
Newell Alexander,The Legend of Drunken Master
Newell Alexander,Iron Will
Newell Alexander,Son in Law
Newell Alexander,Shadowhunter
Newell Alexander,Noises Off...
Newell Alexander,Disorganized Crime
Newell Alexander,Miles from Home
Newell Alexander,Two Moon Junction
Newell Alexander,The Incredible Melting Man
Newell Alexander,Solo Trans
Newell Alexander,Sordid Lives: The Series
Newell Alexander,Sordid Lives
Newell Alexander,Daddy's Dyin'... Who's Got the Will?
Newell Alexander,The Mama Rose Show
Newell Alexander,My Neighbor Totoro: The Totoro Experience
Newell Alexander,The Wild Bunch: An Album in Montage
Newell Alexander,Imps*
Matt Adler,Cinemassacre's Monster Madness
Russi Taylor,Mickey and the Roadster Racers
Russi Taylor,Mickey Mouse: Mixed-Up Adventures
Russi Taylor,Chip 'n Dale's Nutty Tales
Russi Taylor,Mickey's Treats
Russi Taylor,The Simpsons
Russi Taylor,Mickey Mouse
Russi Taylor,Star vs. the Forces of Evil
Russi Taylor,Kingdom Hearts III
Russi Taylor,Disney Comics in Motion
Russi Taylor,DuckTales
Russi Taylor,OK K.O.! Let's Be Heroes
Russi Taylor,Sofia the First
Russi Taylor,The Lion Guard
Russi Taylor,Tangled: The Series
Russi Taylor,Mickey Mouse Clubhouse
Russi Taylor,Disney Magic Kingdoms
Russi Taylor,Minnie's Bow-Toons
Russi Taylor,Disney Infinity 3.0
Russi Taylor,Walt Disney Animation Studios Short Films Collection
Russi Taylor,The Flintstones & WWE: Stone Age Smackdown
Russi Taylor,The Simpsons Take the Bowl
Russi Taylor,Leet Fighters
Russi Taylor,Captain Jake and the Never Land Pirates
Russi Taylor,Castle of Illusion Starring Mickey Mouse
Russi Taylor,Disney Infinity
Russi Taylor,DuckTales: Remastered
Russi Taylor,Disney Magical World
Russi Taylor,Get a Horse!
Russi Taylor,Jasper: A Fabulous Fourth
Russi Taylor,Kingdom Hearts 3D: Dream Drop Distance
Russi Taylor,Sorcerers of the Magic Kingdom
Russi Taylor,Kinect Disneyland Adventures
Russi Taylor,Jasper: A Turkey Tale
Russi Taylor,Jasper: A Christmas Caper
Russi Taylor,Kingdom Hearts: Birth by Sleep
Russi Taylor,The Princess and the Frog
Russi Taylor,Mickey's Adventures in Wonderland
Russi Taylor,Disney's Christmas Favorites
Russi Taylor,Disney TH!NK Fast
Russi Taylor,Care Bears: Adventures in Care-A-Lot
Russi Taylor,Scooby-Doo and the Goblin King
Russi Taylor,WALL·E
Russi Taylor,The Simpsons Ride
Russi Taylor,The Simpsons Game
Russi Taylor,Disney Princess: Enchanted Journey
Russi Taylor,Disney Princess Enchanted Tales: Follow Your Dreams
Russi Taylor,The Simpsons Movie
Russi Taylor,Kingdom Hearts II: Final Mix+
Russi Taylor,Mickey's Great Clubhouse Hunt
Russi Taylor,Cinderella 3: A Twist in Time
Russi Taylor,Jakers! The Adventures of Piggley Winks
Russi Taylor,Mickey Saves Santa and Other Mouseketales
Russi Taylor,The Fox and the Hound 2
Russi Taylor,Tales from Earthsea
Russi Taylor,Kingdom Hearts II
Russi Taylor,Teen Titans
Russi Taylor,Disney Princess: A Christmas of Enchantment
Russi Taylor,Mickey's Around the World in 80 Days
Russi Taylor,Mickey's Twice Upon a Christmas
Russi Taylor,Nine Dog Christmas
Russi Taylor,Clifford's Puppy Days
Russi Taylor,Disney Princess Stories Volume One: A Gift from the Heart
Russi Taylor,"Mickey, Donald, Goofy: The Three Musketeers"
Russi Taylor,Winter Wonderland
Russi Taylor,The Haunted Mansion
Russi Taylor,Mickey's PhilharMagic
Russi Taylor,Toontown Online
Russi Taylor,Kim Possible
Russi Taylor,Shin Chan
Russi Taylor,Disney Sports Skateboarding
Russi Taylor,House of Mouse
Russi Taylor,Disney Sports Basketball
Russi Taylor,Disney Sports Soccer
Russi Taylor,Disney Golf
Russi Taylor,Mike's Monstrous Adventure
Russi Taylor,Disney's Party
Russi Taylor,Kingdom Hearts
Russi Taylor,Ice Age
Russi Taylor,Disney Learning: Phonics Quest
Russi Taylor,Mickey Saves the Day: 3D Adventure
Russi Taylor,"Monsters, Inc. Scream Team Training"
Russi Taylor,Mickey's House of Villains
Russi Taylor,Mickey's Magical Christmas: Snowed in at the House of Mouse
Russi Taylor,Cinderella 2: Dreams Come True
Russi Taylor,Mickey Mouse Works
Russi Taylor,McDonaldland
Russi Taylor,Mickey Mouse Toddler
Russi Taylor,Buzz Lightyear of Star Command
Russi Taylor,Donald Duck Goin' Quackers
Russi Taylor,Mickey's Speedway USA
Russi Taylor,102 Dalmatians: Puppies to the Rescue
Russi Taylor,The Flintstones: Bedrock Bowling
Russi Taylor,Icewind Dale
Russi Taylor,Pepper Ann
Russi Taylor,Fantasia 2000
Russi Taylor,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
Russi Taylor,Mickey's Once Upon a Christmas
Russi Taylor,The Wild Thornberrys
Russi Taylor,M.U.G.E.N
Russi Taylor,Video Buddy: Muppet Babies - Scooter's Hidden Talent
Russi Taylor,Video Buddy: Muppet Babies - What Do You Want to Be When You Grow Up?
Russi Taylor,Video Buddy: Muppet Babies - What's new at the Zoo?
Russi Taylor,Mickey's New Car
Russi Taylor,Zorro
Russi Taylor,Babe: Pig in the City
Russi Taylor,Magical Tetris Challenge
Russi Taylor,A Bug's Life
Russi Taylor,Disney Sing Along Songs: Happy Haunting Party at Disneyland
Russi Taylor,The Spirit of Mickey
Russi Taylor,The Brave Little Toaster Goes to Mars
Russi Taylor,Kureyon Shin-chan
Russi Taylor,Ready for Math with Pooh
Russi Taylor,The Simpsons: Virtual Springfield
Russi Taylor,Disney's Animated Storybook: 101 Dalmatians
Russi Taylor,What a Cartoon!
Russi Taylor,PJ Bunny: A Very Cool Easter
Russi Taylor,The Sylvester & Tweety Mysteries
Russi Taylor,Hot Rod Dogs & Cool Car Cats
Russi Taylor,The Twisted Tales of Felix the Cat
Russi Taylor,Quack Pack
Russi Taylor,Timon & Pumbaa
Russi Taylor,The Simpsons: Cartoon Studio
Russi Taylor,Mickey: Reelin' Through the Years
Russi Taylor,What-a-Mess
Russi Taylor,The Tale of Tillie's Dragon
Russi Taylor,Runaway Brain
Russi Taylor,Babe
Russi Taylor,Mickey's Fun Songs: Beach Party at Walt Disney World
Russi Taylor,The Critic
Russi Taylor,Quest for Glory IV: Shadows of Darkness
Russi Taylor,A Flintstones Christmas Carol
Russi Taylor,Aladdin
Russi Taylor,Pom Poko
Russi Taylor,ABC Weekend Specials
Russi Taylor,Mickey's Fun Songs: Campout at Walt Disney World
Russi Taylor,Mickey's Fun Songs: Let's Go to the Circus
Russi Taylor,Biker Mice from Mars
Russi Taylor,Disney Sing-Along-Songs: Let's Go to Disneyland Paris
Russi Taylor,"Twinkle, the Dream Being"
Russi Taylor,Disney Sing-Along-Songs: The Twelve Days of Christmas
Russi Taylor,Hollyrock-a-Bye Baby
Russi Taylor,Wild West C.O.W.-Boys of Moo Mesa
Russi Taylor,Bonkers
Russi Taylor,The Little Mermaid
Russi Taylor,The Magic Paintbrush
Russi Taylor,The Legend of Prince Valiant
Russi Taylor,Adventures of Sonic the Hedgehog
Russi Taylor,Mr. Bogus
Russi Taylor,"King's Quest VI: Heir Today, Gone Tomorrow"
Russi Taylor,Raw Toonage
Russi Taylor,Capitol Critters
Russi Taylor,"Widget, the World Watcher"
Russi Taylor,Muppet Babies
Russi Taylor,Rock-A-Doodle
Russi Taylor,Adventures of the Gummi Bears
Russi Taylor,TaleSpin
Russi Taylor,DuckTales: The Quest for Gold
Russi Taylor,Pretty Piggies
Russi Taylor,DuckTales
Russi Taylor,Castle of Illusion
Russi Taylor,The Rescuers Down Under
Russi Taylor,Timeless Tales from Hallmark
Russi Taylor,Gravedale High
Russi Taylor,Disney Sing-Along-Songs: Disneyland Fun
Russi Taylor,DuckTales the Movie: Treasure of the Lost Lamp
Russi Taylor,Jetsons: The Movie
Russi Taylor,Cartoon All-Stars to the Rescue
Russi Taylor,Chip 'n' Dale Rescue Rangers
Russi Taylor,The Magical World of Disney
Russi Taylor,The Adventures of Ronald McDonald: McTreasure Island
Russi Taylor,Paddington Bear
Russi Taylor,The Smurfs
Russi Taylor,Teenage Mutant Ninja Turtles
Russi Taylor,Blondie & Dagwood: Second Wedding Workout
Russi Taylor,Fantastic Max
Russi Taylor,"Dink, the Little Dinosaur"
Russi Taylor,Little People Video
Russi Taylor,Mickey's Magical World
Russi Taylor,The Adventures of Raggedy Ann & Andy
Russi Taylor,Scooby-Doo and the Ghoul School
Russi Taylor,Superman
Russi Taylor,Mickey's 60th Birthday
Russi Taylor,Katy Meets the Aliens
Russi Taylor,Who Framed Roger Rabbit
Russi Taylor,My Neighbor Totoro
Russi Taylor,Totally Minnie
Russi Taylor,Yogi's Treasure Hunt
Russi Taylor,Pound Puppies
Russi Taylor,Little Clowns of Happytown
Russi Taylor,Sport Goofy in Soccermania
Russi Taylor,Blondie & Dagwood
Russi Taylor,DTV 'Doggone' Valentine
Russi Taylor,My Little Pony 'n Friends
Russi Taylor,The Glo Friends
Russi Taylor,My Little Pony: The Movie
Russi Taylor,Rambo
Russi Taylor,Kissyfur
Russi Taylor,The Adventures of the American Rabbit
Russi Taylor,Dungeons & Dragons
Russi Taylor,The 13 Ghosts of Scooby-Doo
Russi Taylor,Jim Henson's Little Muppet Monsters
Russi Taylor,CBS Storybreak
Russi Taylor,Strawberry Shortcake
Russi Taylor,Saturday's the Place!
Russi Taylor,My Little Pony
Russi Taylor,Saturday Supercade
Russi Taylor,The Littles
Russi Taylor,Pac-Man
Russi Taylor,Peter and the Magic Egg
Russi Taylor,Christmas Comes to PacLand
Russi Taylor,Laverne & Shirley with Special Guest Star the Fonz
Russi Taylor,The Little Rascals
Russi Taylor,Heathcliff
Russi Taylor,The Ri¢hie Ri¢h/Scooby-Doo Show
Russi Taylor,The Flintstone Comedy Show
Russi Taylor,The Private Eyes
Russi Taylor,Jakers! The Adventures of Piggley Winks
Russi Taylor,Before Your Eyes
Russi Taylor,Nostalgia Critic
Russi Taylor,Mickey Mouse
Russi Taylor,The Simpsons
Russi Taylor,Sofia the First
Russi Taylor,Cinderella 3: A Twist in Time
Russi Taylor,Mickey's Twice Upon a Christmas
Russi Taylor,House of Mouse
Russi Taylor,Mickey's Magical Christmas: Snowed in at the House of Mouse
Russi Taylor,Cinderella 2: Dreams Come True
Russi Taylor,Mickey's Once Upon a Christmas
Russi Taylor,Disney Sing-Along-Songs: Disneyland Fun
Russi Taylor,Totally Minnie
Russi Taylor,DuckTales
Russi Taylor,Pound Puppies
Russi Taylor,Peter and the Magic Egg
Russi Taylor,47th Annie Awards
Russi Taylor,AniMat's Crazy Cartoon Cast
Russi Taylor,Tyrus
Russi Taylor,Angry Birds
Russi Taylor,The Story Behind Walt Disney's 'Fun and Fancy Free'
Russi Taylor,Mickey's 90th Spectacular
Russi Taylor,Wheel of Fortune
Russi Taylor,45th Annual Annie Awards
Russi Taylor,"D23: Secrets, Celebrations and More!"
Russi Taylor,The Voice Behind the Mouse
Russi Taylor,Jakers! The Adventures of Piggley Winks
Russi Taylor,A Day at Disneyland
Russi Taylor,Mickey's Nutcracker
Russi Taylor,Pac Preview Party
Russi Taylor,Mickey and the Roadster Racers
Russi Taylor,D23 Expo: Disney Character Voices 30th Anniversary
Russi Taylor,Cartoon All-Stars Reanimate
Russi Taylor,Kingdom Hearts HD 1.5 + 2.5 Remix
Russi Taylor,Kingdom Hearts HD 2.8 Final Chapter Prologue
Russi Taylor,Kingdom Hearts HD 2.5 Remix
Russi Taylor,Kingdom Hearts HD 1.5 Remix
Russi Taylor,Goofy's Greatest Hits
Russi Taylor,Disney Sing-Along-Songs: Very Merry Christmas Songs
Paul Butcher,The Lower Bottoms
Paul Butcher,Jamie Lynn Spears & Chantel Jeffries: Follow Me
Paul Butcher,Paul Butcher & Taylor Hill: Blood
Paul Butcher,Destiny 7
Paul Butcher,Time for Action
Paul Butcher,Comedy Bang! Bang!
Paul Butcher,A Lesson in Romance
Paul Butcher,MyMusic
Paul Butcher,Paul Butcher: Don't Go
Paul Butcher,The Legacy
Paul Butcher,Criminal Minds
Paul Butcher,Surviving Sid
Paul Butcher,King of the Hill
Paul Butcher,Zoey 101
Paul Butcher,The Mighty B!
Paul Butcher,Wayside
Paul Butcher,Back to You
Paul Butcher,Tinseltown
Paul Butcher,Avatar: The Last Airbender
Paul Butcher,Holly Hobbie and Friends: Best Friends Forever
Paul Butcher,American Dad!
Paul Butcher,Without a Trace
Paul Butcher,Kingdom Hearts II: Final Mix+
Paul Butcher,Meet the Robinsons
Paul Butcher,Holly Hobbie and Friends: Secret Adventures
Paul Butcher,The Number 23
Paul Butcher,Dive Olly Dive!
Paul Butcher,The King of Queens
Paul Butcher,"He's a Bully, Charlie Brown"
Paul Butcher,The X's
Paul Butcher,Holly Hobbie and Friends: Christmas Wishes
Paul Butcher,Barnyard
Paul Butcher,Over the Hedge
Paul Butcher,Ice Age: The Meltdown
Paul Butcher,Imaginary Friend
Paul Butcher,Holly Hobbie and Friends: Surprise Party
Paul Butcher,Kingdom Hearts II
Paul Butcher,Bones
Paul Butcher,Reeker
Paul Butcher,Medical Investigation
Paul Butcher,NYPD Blue
Paul Butcher,LAX
Paul Butcher,The Incredibles: When Danger Calls
Paul Butcher,A Minute with Stan Hooper
Paul Butcher,That '70s Show
Paul Butcher,Miracles
Paul Butcher,The Lyon's Den
Paul Butcher,Hollywood Homicide
Paul Butcher,ER
Paul Butcher,Charlotte's Web 2: Wilbur's Great Adventure
Paul Butcher,The Santa Trap
Paul Butcher,The Parkers
Paul Butcher,Landspeed
Paul Butcher,Six Feet Under
Paul Butcher,Providence
Paul Butcher,Power Rangers Wild Force
Paul Butcher,Three Sisters
Paul Butcher,The Bernie Mac Show
Paul Butcher,My Neighbor Totoro
Paul Butcher,Nausicaä of the Valley of the Wind
Paul Butcher,The Fox and the Hound 2
Paul Butcher,Christy's Kitchen Throwback
Paul Butcher,All That
Paul Butcher,Ain't Hurtin Nobody
Paul Butcher,My Neighbor Totoro: Creating 'My Neighbor Totoro'
Paul Butcher,My Neighbor Totoro: Creating the Characters of 'My Neighbor Totoro'
Paul Butcher,My Neighbor Totoro: The Producer's Perspective: Creating Ghibli
Paul Butcher,My Neighbor Totoro: The Totoro Experience
Paul Butcher,Nickelodeon Kids' Choice Awards '06
Paul Butcher,All That 10th Anniversary Reunion Special
Paul Butcher,Entertainment Tonight
Paul Butcher,Kingdom Hearts HD 1.5 + 2.5 Remix
Paul Butcher,Kingdom Hearts HD 2.5 Remix
Paul Butcher,Zoey 101
Paul Butcher,Nickelodeon Kids' Choice Winners' Collection!
Paul Butcher,Zoey 101: Spring Break-Up
Lea Salonga,Pretty Little Liars: Original Sin
Lea Salonga,Centaurworld
Lea Salonga,Yellow Rose
Lea Salonga,Expedition Reef
Lea Salonga,91st Macy's Thanksgiving Day Parade
Lea Salonga,George Takei's Allegiance
Lea Salonga,Isang pamilya tayo ngayong pasko: ABS-CBN Christmas Station ID
Lea Salonga,Miss Saigon: 25th Anniversary
Lea Salonga,Crazy Ex-Girlfriend
Lea Salonga,Sofia the First
Lea Salonga,Les Misérables in Concert: The 25th Anniversary
Lea Salonga,Disney Princess Enchanted Tales: Follow Your Dreams
Lea Salonga,Disney Princess: A Christmas of Enchantment
Lea Salonga,Mulan II
Lea Salonga,Sing Along Songs: Disney Princess - Once Upon a Dream
Lea Salonga,Johnny Bravo
Lea Salonga,ER
Lea Salonga,Aladdin in Nasira's Revenge
Lea Salonga,Mulan
Lea Salonga,Aladdin on Ice
Lea Salonga,Second Chances
Lea Salonga,Redwood Curtain
Lea Salonga,Aladdin Activity Center
Lea Salonga,Bakit labis kitang mahal
Lea Salonga,Aladdin
Lea Salonga,Dear Diary
Lea Salonga,Pik pak boom
Lea Salonga,My Neighbor Totoro
Lea Salonga,Captain Barbell
Lea Salonga,Ninja Kids and the Samurai Sword
Lea Salonga,"Like Father, Like Son"
Lea Salonga,Tropang bulilit
Lea Salonga,As the World Turns
Lea Salonga,Dayo
Lea Salonga,Aladdin
Lea Salonga,Centaurworld
Lea Salonga,Take Me to the World: A Sondheim 90th Birthday Celebration
Lea Salonga,Yellow Rose
Lea Salonga,Fresh Off the Boat
Lea Salonga,Night School
Lea Salonga,Chuckle Time
Lea Salonga,Crazy Ex-Girlfriend
Lea Salonga,Keanu
Lea Salonga,Sofia the First
Lea Salonga,The Voice of the Philippines
Lea Salonga,The Filthy Frank Show
Lea Salonga,Les Misérables in Concert: The 25th Anniversary
Lea Salonga,Dayo
Lea Salonga,Disney Princess Enchanted Tales: Follow Your Dreams
Lea Salonga,Disney Princess: A Christmas of Enchantment
Lea Salonga,Mulan II
Lea Salonga,Johnny Bravo
Lea Salonga,Lea Salonga Live
Lea Salonga,Mickey's PhilharMagic
Lea Salonga,The Broadway Concert
Lea Salonga,The 56th Annual Tony Awards
Lea Salonga,Disney Sing-Along-Songs: Honor to Us All
Lea Salonga,Mulan
Lea Salonga,People: A Musical Celebration
Lea Salonga,Great Performances
Lea Salonga,Baywatch
Lea Salonga,Disney Sing-Along-Songs: Friend Like Me
Lea Salonga,The 65th Annual Academy Awards
Lea Salonga,Bakit labis kitang mahal
Lea Salonga,Aladdin
Lea Salonga,Broadway: The Next Generation
Lea Salonga,Great Performances
Lea Salonga,The Tony Awards® Present: Broadway's Back!
Lea Salonga,Musicals: The Greatest Show
Lea Salonga,Let Us Entertain You
Lea Salonga,Project Sing Out!
Lea Salonga,Take Me to the World: A Sondheim 90th Birthday Celebration
Lea Salonga,On Stage
Lea Salonga,Stars in the House
Lea Salonga,The Rosie O'Donnell Show: A Benefit for the Actors Fund
Lea Salonga,Lorraine
Lea Salonga,Show People with Paul Wontorek
Lea Salonga,One Small Girl: Backstage at 'Once on This Island' with Hailey Kilgore
Lea Salonga,I Can See Your Voice: Philippines
Lea Salonga,The 71st Annual Tony Awards
Lea Salonga,Theater Talk
Lea Salonga,Good Morning America
Lea Salonga,Kababayan Today
Lea Salonga,Breakfast
Lea Salonga,Lea Salonga: Live from Jazz at Lincoln Center
Lea Salonga,To Be Takei
Lea Salonga,Magkasama tayo sa kwento ng pasko: ABS-CBN Christmas Station ID
Lea Salonga,The Voice of the Philippines
Lea Salonga,The Broadway.com Show
Lea Salonga,The Song That Changed My Life
Lea Salonga,Miss Universe 2011
Lea Salonga,Kababayan Today
Lea Salonga,The Wendy Williams Show
Lea Salonga,My Neighbor Totoro: Behind the Microphone
Lea Salonga,My Neighbor Totoro: The Totoro Experience
Lea Salonga,Lea Salonga Live
Lea Salonga,The 100 Greatest Musicals
Lea Salonga,The Broadway Concert
Lea Salonga,Working in the Theatre
